x-axis,1
second,Volt
-992.52E-03,+4.86570E+00
-991.52E-03,+4.86570E+00
-990.52E-03,+4.86570E+00
-989.52E-03,+4.80540E+00
-988.52E-03,+4.82550E+00
-987.52E-03,+4.82550E+00
-986.52E-03,+4.82550E+00
-985.52E-03,+4.80540E+00
-984.52E-03,+4.80540E+00
-983.52E-03,+4.80540E+00
-982.52E-03,+4.80540E+00
-981.52E-03,+4.86570E+00
-980.52E-03,+4.80540E+00
-979.52E-03,+4.80540E+00
-978.52E-03,+4.86570E+00
-977.52E-03,+4.80540E+00
-976.52E-03,+4.86570E+00
-975.52E-03,+4.80540E+00
-974.52E-03,+4.88580E+00
-973.52E-03,+4.80540E+00
-972.52E-03,+4.86570E+00
-971.52E-03,+4.86570E+00
-970.52E-03,+4.86570E+00
-969.52E-03,+4.86570E+00
-968.52E-03,+4.80540E+00
-967.52E-03,+4.88580E+00
-966.52E-03,+4.80540E+00
-965.52E-03,+4.86570E+00
-964.52E-03,+4.80540E+00
-963.52E-03,+4.80540E+00
-962.52E-03,+4.82550E+00
-961.52E-03,+4.80540E+00
-960.52E-03,+4.80540E+00
-959.52E-03,+4.80540E+00
-958.52E-03,+4.80540E+00
-957.52E-03,+4.80540E+00
-956.52E-03,+4.86570E+00
-955.52E-03,+4.80540E+00
-954.52E-03,+4.80540E+00
-953.52E-03,+4.86570E+00
-952.52E-03,+4.82550E+00
-951.52E-03,+4.82550E+00
-950.52E-03,+4.82550E+00
-949.52E-03,+4.86570E+00
-948.52E-03,+4.88580E+00
-947.52E-03,+4.80540E+00
-946.52E-03,+4.86570E+00
-945.52E-03,+4.80540E+00
-944.52E-03,+4.80540E+00
-943.52E-03,+4.86570E+00
-942.52E-03,+4.80540E+00
-941.52E-03,+4.80540E+00
-940.52E-03,+4.82550E+00
-939.52E-03,+4.80540E+00
-938.52E-03,+4.80540E+00
-937.52E-03,+4.86570E+00
-936.52E-03,+4.80540E+00
-935.52E-03,+4.86570E+00
-934.52E-03,+4.88580E+00
-933.52E-03,+4.86570E+00
-932.52E-03,+4.82550E+00
-931.52E-03,+4.80540E+00
-930.52E-03,+4.82550E+00
-929.52E-03,+4.86570E+00
-928.52E-03,+4.80540E+00
-927.52E-03,+4.88580E+00
-926.52E-03,+4.82550E+00
-925.52E-03,+4.86570E+00
-924.52E-03,+4.86570E+00
-923.52E-03,+4.86570E+00
-922.52E-03,+4.80540E+00
-921.52E-03,+4.80540E+00
-920.52E-03,+4.80540E+00
-919.52E-03,+4.80540E+00
-918.52E-03,+4.80540E+00
-917.52E-03,+4.80540E+00
-916.52E-03,+4.80540E+00
-915.52E-03,+4.88580E+00
-914.52E-03,+4.80540E+00
-913.52E-03,+4.86570E+00
-912.52E-03,+4.80540E+00
-911.52E-03,+4.86570E+00
-910.52E-03,+4.80540E+00
-909.52E-03,+4.80540E+00
-908.52E-03,+4.86570E+00
-907.52E-03,+4.80540E+00
-906.52E-03,+4.80540E+00
-905.52E-03,+4.80540E+00
-904.52E-03,+4.80540E+00
-903.52E-03,+4.82550E+00
-902.52E-03,+4.80540E+00
-901.52E-03,+4.80540E+00
-900.52E-03,+4.80540E+00
-899.52E-03,+4.86570E+00
-898.52E-03,+4.86570E+00
-897.52E-03,+4.80540E+00
-896.52E-03,+4.80540E+00
-895.52E-03,+4.88580E+00
-894.52E-03,+4.80540E+00
-893.52E-03,+4.82550E+00
-892.52E-03,+4.80540E+00
-891.52E-03,+4.80540E+00
-890.52E-03,+4.80540E+00
-889.52E-03,+4.86570E+00
-888.52E-03,+4.82550E+00
-887.52E-03,+4.80540E+00
-886.52E-03,+4.86570E+00
-885.52E-03,+4.80540E+00
-884.52E-03,+4.82550E+00
-883.52E-03,+4.86570E+00
-882.52E-03,+4.88580E+00
-881.52E-03,+4.80540E+00
-880.52E-03,+4.82550E+00
-879.52E-03,+4.80540E+00
-878.52E-03,+4.82550E+00
-877.52E-03,+4.82550E+00
-876.52E-03,+4.88580E+00
-875.52E-03,+4.80540E+00
-874.52E-03,+4.82550E+00
-873.52E-03,+4.80540E+00
-872.52E-03,+4.80540E+00
-871.52E-03,+4.88580E+00
-870.52E-03,+4.80540E+00
-869.52E-03,+4.86570E+00
-868.52E-03,+4.82550E+00
-867.52E-03,+4.80540E+00
-866.52E-03,+4.82550E+00
-865.52E-03,+4.82550E+00
-864.52E-03,+4.80540E+00
-863.52E-03,+4.86570E+00
-862.52E-03,+4.82550E+00
-861.52E-03,+4.86570E+00
-860.52E-03,+4.82550E+00
-859.52E-03,+4.80540E+00
-858.52E-03,+4.88580E+00
-857.52E-03,+4.86570E+00
-856.52E-03,+4.86570E+00
-855.52E-03,+4.86570E+00
-854.52E-03,+4.82550E+00
-853.52E-03,+4.82550E+00
-852.52E-03,+4.80540E+00
-851.52E-03,+4.80540E+00
-850.52E-03,+4.80540E+00
-849.52E-03,+4.86570E+00
-848.52E-03,+4.80540E+00
-847.52E-03,+4.86570E+00
-846.52E-03,+4.86570E+00
-845.52E-03,+4.86570E+00
-844.52E-03,+4.80540E+00
-843.52E-03,+4.82550E+00
-842.52E-03,+4.86570E+00
-841.52E-03,+4.86570E+00
-840.52E-03,+4.86570E+00
-839.52E-03,+4.82550E+00
-838.52E-03,+4.82550E+00
-837.52E-03,+4.80540E+00
-836.52E-03,+4.88580E+00
-835.52E-03,+4.88580E+00
-834.52E-03,+4.80540E+00
-833.52E-03,-18.72E-03
-832.52E-03,-18.72E-03
-831.52E-03,+41.58E-03
-830.52E-03,-18.72E-03
-829.52E-03,+61.68E-03
-828.52E-03,+1.38E-03
-827.52E-03,-18.72E-03
-826.52E-03,+41.58E-03
-825.52E-03,-18.72E-03
-824.52E-03,+1.38E-03
-823.52E-03,+1.38E-03
-822.52E-03,+41.58E-03
-821.52E-03,+41.58E-03
-820.52E-03,-18.72E-03
-819.52E-03,+61.68E-03
-818.52E-03,+1.38E-03
-817.52E-03,+61.68E-03
-816.52E-03,+61.68E-03
-815.52E-03,+1.38E-03
-814.52E-03,+1.38E-03
-813.52E-03,+1.38E-03
-812.52E-03,+61.68E-03
-811.52E-03,+1.38E-03
-810.52E-03,-18.72E-03
-809.52E-03,-18.72E-03
-808.52E-03,+41.58E-03
-807.52E-03,+1.38E-03
-806.52E-03,-18.72E-03
-805.52E-03,-18.72E-03
-804.52E-03,+41.58E-03
-803.52E-03,-18.72E-03
-802.52E-03,+1.38E-03
-801.52E-03,-18.72E-03
-800.52E-03,-18.72E-03
