754,753,754,753,753,754,754,754,754,753,753,754,754,754,754,753,753,754,754,754,753,753,753,753,753,754,753,754,753,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,755,754,754,754,754,754,754,754,754,755,754,754,754,754,754,754,754,754,754,754,754,754,755,754,754,754,754,754,754,755,754,754,754,754,754,755,754,
753,753,753,753,754,752,753,753,753,754,753,752,753,754,753,753,753,753,753,754,753,753,753,752,754,754,753,753,754,753,753,753,754,754,753,752,754,754,753,754,754,753,753,754,754,754,754,753,754,753,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,753,754,754,754,753,754,753,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,
753,753,753,753,753,753,752,753,753,753,753,753,753,753,753,753,753,753,752,753,753,754,753,753,753,754,754,754,753,753,753,753,754,754,753,754,753,754,754,753,754,754,754,754,754,754,754,754,753,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,753,754,754,754,753,754,753,754,754,754,754,754,754,754,754,754,754,754,753,754,754,754,754,754,754,754,754,754,754,754,754,753,754,754,754,753,
753,753,753,753,753,753,752,753,753,754,754,753,753,753,754,753,753,753,754,754,753,753,753,753,752,753,753,753,753,753,754,754,753,754,754,753,753,754,754,754,754,753,754,753,754,754,754,753,753,754,754,754,754,754,753,754,754,754,754,753,754,753,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,753,753,754,754,754,754,753,754,753,754,753,754,754,753,754,754,
753,753,754,753,753,752,753,753,753,753,753,753,752,753,753,753,753,753,752,753,753,753,753,753,754,754,754,754,753,753,754,753,754,753,753,753,754,754,753,754,754,754,753,754,754,754,754,753,754,754,753,753,754,754,754,754,754,754,754,754,754,754,753,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,753,754,754,754,754,754,754,754,754,754,754,754,753,754,754,754,754,754,753,
753,753,753,753,753,753,752,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,754,754,753,753,752,753,754,753,753,753,753,754,754,754,753,754,753,753,754,754,754,753,754,753,754,754,754,754,754,754,754,753,754,754,754,754,754,754,754,754,754,754,754,754,753,754,754,754,753,754,754,754,754,754,754,753,754,753,754,753,754,754,754,754,754,754,754,754,753,754,753,754,754,754,
753,753,753,753,753,753,752,754,754,753,753,752,753,753,753,753,753,753,753,753,753,753,754,753,753,753,753,753,753,753,753,754,754,754,754,753,753,754,754,754,754,754,754,754,754,754,754,753,753,754,753,754,754,754,754,754,754,754,754,754,754,754,754,753,754,753,754,754,754,753,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,753,754,754,754,754,754,754,753,754,754,753,754,
753,753,753,753,754,753,753,753,753,753,754,752,752,753,754,753,753,753,753,753,753,754,753,753,753,753,753,754,753,752,753,754,753,754,754,753,753,754,754,754,753,753,753,754,754,754,753,753,754,754,754,754,754,754,753,754,754,754,753,754,754,754,754,753,754,753,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,753,754,754,754,754,754,754,754,754,753,754,
753,753,753,753,753,753,753,753,753,753,753,753,752,753,753,753,753,753,753,753,754,753,753,753,754,754,753,754,753,753,752,753,754,754,753,754,754,754,754,754,754,754,753,754,754,754,754,753,753,754,754,753,754,754,754,754,754,754,754,754,753,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,753,754,753,754,753,754,754,754,754,754,753,754,754,754,754,754,754,754,754,754,754,753,754,754,
753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,754,754,754,753,753,754,754,753,753,753,753,753,753,754,753,753,754,754,753,753,753,754,753,754,753,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,753,754,754,754,753,754,754,754,754,754,754,754,754,754,753,754,754,754,754,754,754,754,754,754,754,753,753,753,753,
