Time	Channel A	Channel B
0.03750000	3.56456200	2.01757900
0.03800000	3.56456200	2.01757900
0.03850000	3.56456200	2.01757900
0.03900000	3.56456200	2.01757900
0.03950000	3.56456200	2.01757900
0.04000000	3.11746600	2.01757900
0.04050000	3.11746600	2.01757900
0.04100000	3.56456200	2.01757900
0.04150000	3.56456200	2.01757900
0.04200000	3.56456200	2.01757900
0.04250000	3.56456200	2.01757900
0.04300000	3.56456200	2.01757900
0.04350000	3.56456200	2.01757900
0.04400000	3.56456200	2.01757900
0.04450000	3.56456200	2.01757900
0.04500000	3.56456200	2.01757900
0.04550000	3.56456200	2.01757900
0.04600000	3.56456200	2.01757900
0.04650000	3.11746600	2.01757900
0.04700000	3.56456200	2.01757900
0.04750000	3.56456200	2.01757900
0.04800000	3.56456200	2.01757900
0.04850000	3.11746600	2.01757900
0.04900000	3.56456200	2.01757900
0.04950000	3.56456200	2.01757900
0.05000000	3.56456200	2.01757900
0.05050000	3.56456200	2.01757900
0.05100000	3.56456200	2.01757900
0.05150000	3.56456200	2.01757900
0.05200000	3.56456200	2.01757900
0.05250000	3.56456200	2.01757900
0.05300000	3.56456200	2.01757900
0.05350000	3.56456200	2.01757900
0.05400000	3.56456200	2.01757900
0.05450000	3.56456200	2.01757900
0.05500000	3.11746600	2.01757900
0.05550000	3.11746600	2.01757900
0.05600000	3.11746600	2.01757900
0.05650000	3.11746600	2.01757900
0.05700000	3.11746600	2.01757900
0.05750000	3.56456200	2.01757900
0.05800000	3.56456200	2.01757900
0.05850000	3.56456200	2.01757900
0.05900000	3.56456200	2.01757900
0.05950000	3.56456200	2.01757900
0.06000000	3.56456200	2.01757900
0.06050000	3.11746600	2.01757900
0.06100000	3.56456200	2.01757900
0.06150000	3.56456200	2.01757900
0.06200000	3.56456200	2.01757900
0.06250000	3.56456200	2.01757900
0.06300000	3.56456200	2.01757900
0.06350000	3.56456200	2.01757900
0.06400000	3.56456200	2.01757900
0.06450000	3.56456200	2.01757900
0.06500000	3.56456200	2.01757900
0.06550000	3.56456200	2.01757900
0.06600000	3.56456200	2.01757900
0.06650000	3.11746600	2.01757900
0.06700000	3.56456200	2.01757900
0.06750000	3.11746600	2.01757900
0.06800000	3.56456200	2.01757900
0.06850000	3.56456200	2.01757900
0.06900000	3.56456200	2.01757900
0.06950000	3.56456200	2.01757900
0.07000000	3.56456200	2.01757900
0.07050000	3.56456200	2.01757900
0.07100000	3.56456200	2.01757900
0.07150000	3.11746600	2.01757900
0.07200000	3.56456200	2.01757900
0.07250000	3.56456200	2.01757900
0.07300000	3.56456200	2.01757900
0.07350000	3.56456200	2.01757900
0.07400000	3.11746600	2.01757900
0.07450000	3.56456200	2.01757900
0.07500000	3.56456200	2.01757900
0.07550000	3.56456200	2.01757900
0.07600000	3.56456200	2.01757900
0.07650000	3.56456200	2.01757900
0.07700000	3.56456200	2.01757900
0.07750000	3.56456200	2.01757900
0.07800000	3.56456200	2.01757900
0.07850000	3.56456200	2.01757900
0.07900000	3.56456200	2.01757900
0.07950000	3.56456200	2.01757900
0.08000000	3.56456200	2.01757900
0.08050000	3.56456200	2.01757900
0.08100000	3.56456200	2.01757900
0.08150000	3.11746600	2.01757900
0.08200000	3.56456200	2.01757900
0.08250000	3.56456200	2.01757900
0.08300000	3.56456200	2.01757900
0.08350000	3.56456200	2.01757900
0.08400000	3.56456200	2.01757900
0.08450000	3.56456200	2.01757900
0.08500000	3.56456200	2.01757900
0.08550000	3.56456200	2.01757900
0.08600000	3.56456200	2.01757900
0.08650000	3.56456200	2.01757900
0.08700000	3.56456200	2.01757900
0.08750000	3.56456200	2.01757900
0.08800000	3.56456200	2.01757900
0.08850000	3.56456200	2.01757900
0.08900000	3.56456200	2.01757900
0.08950000	3.56456200	2.01757900
0.09000000	3.56456200	2.01757900
0.09050000	3.56456200	2.01757900
0.09100000	3.56456200	2.01757900
0.09150000	3.56456200	2.01757900
0.09200000	3.56456200	2.01757900
0.09250000	3.56456200	2.01757900
0.09300000	3.56456200	2.01757900
0.09350000	3.56456200	2.01757900
0.09400000	3.56456200	2.01757900
0.09450000	3.56456200	2.01757900
0.09500000	3.56456200	2.01757900
0.09550000	3.56456200	2.06198300
0.09600000	3.56456200	2.01757900
0.09650000	3.56456200	2.01757900
0.09700000	3.56456200	2.01757900
0.09750000	3.56456200	2.01757900
0.09800000	3.56456200	2.01757900
0.09850000	3.56456200	2.01757900
0.09900000	3.11746600	2.01757900
0.09950000	3.56456200	2.01757900
0.10000000	3.56456200	2.01757900
0.10050000	3.11746600	2.01757900
0.10100000	3.56456200	2.01757900
0.10150000	3.56456200	2.01757900
0.10200000	3.11746600	2.01757900
0.10250000	3.56456200	2.01757900
0.10300000	3.56456200	2.01757900
0.10350000	3.56456200	2.01757900
0.10400000	3.56456200	2.01757900
0.10450000	3.56456200	2.01757900
0.10500000	3.56456200	2.01757900
0.10550001	3.56456200	2.01757900
0.10600001	3.56456200	2.01757900
0.10650001	3.56456200	2.01757900
0.10700001	3.56456200	2.01757900
0.10750001	3.56456200	2.01757900
0.10800001	3.56456200	2.01757900
0.10850001	3.11746600	2.01757900
0.10900001	3.11746600	2.01757900
0.10950001	3.56456200	2.01757900
0.11000001	3.56456200	2.01757900
0.11050001	3.56456200	2.01757900
0.11100001	3.56456200	2.06198300
0.11150001	3.56456200	2.01757900
0.11200001	3.56456200	2.01757900
0.11250001	3.56456200	2.01757900
0.11300001	3.56456200	2.01757900
0.11350001	3.56456200	2.01757900
0.11400001	3.56456200	2.01757900
0.11450001	3.56456200	2.01757900
0.11500001	3.56456200	2.01757900
0.11550001	3.56456200	2.01757900
0.11600001	3.56456200	2.01757900
0.11650001	3.56456200	2.01757900
0.11700001	3.56456200	2.01757900
0.11750001	3.56456200	2.01757900
0.11800001	3.11746600	2.01757900
0.11850001	3.11746600	2.01757900
0.11900001	3.56456200	2.01757900
0.11950001	3.56456200	2.01757900
0.12000001	3.56456200	2.01757900
0.12050001	3.56456200	2.01757900
0.12100001	3.56456200	2.01757900
0.12150001	3.56456200	2.01757900
0.12200001	3.11746600	2.01757900
0.12250001	3.56456200	2.01757900
0.12300001	3.11746600	2.01757900
0.12350001	3.56456200	2.01757900
0.12400001	3.56456200	2.01757900
0.12450001	3.56456200	2.01757900
0.12500001	3.56456200	2.01757900
0.12550001	3.56456200	2.01757900
0.12600001	3.56456200	2.01757900
0.12650001	3.56456200	2.01757900
0.12700001	3.56456200	2.01757900
0.12750001	3.11746600	2.01757900
0.12800001	3.56456200	2.01757900
0.12850001	3.11746600	2.01757900
0.12900001	3.11746600	2.01757900
0.12950001	3.11746600	2.01757900
0.13000001	3.56456200	2.01757900
0.13050001	3.56456200	2.01757900
0.13100001	3.56456200	2.01757900
0.13150001	3.56456200	2.01757900
0.13200001	3.11746600	2.01757900
0.13250001	3.56456200	2.01757900
0.13300001	3.56456200	2.01757900
0.13350001	3.56456200	2.01757900
0.13400001	3.56456200	2.01757900
0.13450001	3.56456200	2.01757900
0.13500001	3.11746600	2.01757900
0.13550001	3.56456200	2.01757900
0.13600001	3.11746600	2.06198300
0.13650001	3.56456200	2.01757900
0.13700001	3.56456200	2.01757900
0.13750001	3.56456200	2.01757900
0.13800001	3.56456200	2.01757900
0.13850001	3.56456200	2.01757900
0.13900001	3.56456200	2.01757900
0.13950001	3.56456200	2.01757900
0.14000001	3.56456200	2.01757900
0.14050001	3.56456200	2.01757900
0.14100001	3.56456200	2.01757900
0.14150001	3.56456200	2.01757900
0.14200001	3.56456200	2.01757900
0.14250001	3.56456200	2.01757900
0.14300001	3.56456200	2.01757900
0.14350001	3.56456200	2.01757900
0.14400001	3.56456200	2.01757900
0.14450001	3.11746600	2.01757900
0.14500001	3.56456200	2.01757900
0.14550001	3.11746600	2.01757900
0.14600001	3.56456200	2.01757900
0.14650001	3.56456200	2.01757900
0.14700001	3.56456200	2.01757900
0.14750001	3.56456200	2.01757900
0.14800001	3.56456200	2.06198300
0.14850001	3.56456200	2.01757900
0.14900001	3.56456200	2.01757900
0.14950001	3.56456200	2.01757900
0.15000001	3.56456200	2.01757900
0.15050001	3.56456200	2.01757900
0.15100001	3.56456200	2.01757900
0.15150001	3.56456200	2.01757900
0.15200001	3.11746600	2.01757900
0.15250001	3.56456200	2.01757900
0.15300001	3.56456200	2.01757900
0.15350001	3.56456200	2.01757900
0.15400001	3.11746600	2.01757900
0.15450001	3.56456200	2.01757900
0.15500001	3.56456200	2.01757900
0.15550001	3.56456200	2.01757900
0.15600001	3.56456200	2.01757900
0.15650001	3.56456200	2.01757900
0.15700001	3.11746600	2.01757900
0.15750001	3.56456200	2.01757900
0.15800001	3.11746600	2.01757900
0.15850001	3.56456200	2.01757900
0.15900001	3.56456200	2.01757900
0.15950001	3.56456200	2.01757900
0.16000001	3.56456200	2.01757900
0.16050001	3.56456200	2.01757900
0.16100001	3.56456200	2.01757900
0.16150001	3.56456200	2.01757900
0.16200001	3.56456200	2.01757900
0.16250001	3.56456200	2.01757900
0.16300001	3.56456200	2.01757900
0.16350001	3.56456200	2.01757900
0.16400001	3.11746600	2.01757900
0.16450001	3.56456200	2.01757900
0.16500001	3.56456200	2.01757900
0.16550001	3.56456200	2.01757900
0.16600001	3.56456200	2.01757900
0.16650001	3.56456200	2.01757900
0.16700001	3.56456200	2.01757900
0.16750001	3.56456200	2.06198300
0.16800001	3.56456200	2.01757900
0.16850001	3.56456200	2.01757900
0.16900001	3.56456200	2.01757900
0.16950001	3.11746600	2.01757900
0.17000001	3.56456200	2.01757900
0.17050001	3.56456200	2.01757900
0.17100001	3.11746600	2.01757900
0.17150001	3.56456200	2.01757900
0.17200001	3.56456200	2.01757900
0.17250001	3.11746600	2.01757900
0.17300001	3.56456200	2.01757900
0.17350001	3.56456200	2.01757900
0.17400001	3.56456200	2.01757900
0.17450001	3.56456200	2.01757900
0.17500001	3.56456200	2.01757900
0.17550001	3.56456200	2.01757900
0.17600001	3.56456200	2.01757900
0.17650001	3.56456200	2.01757900
0.17700001	3.56456200	2.01757900
0.17750001	3.56456200	2.01757900
0.17800001	3.56456200	2.01757900
0.17850001	3.56456200	2.01757900
0.17900001	3.11746600	2.01757900
0.17950001	3.56456200	2.01757900
0.18000001	3.56456200	2.01757900
0.18050001	3.56456200	2.01757900
0.18100001	3.56456200	2.01757900
0.18150001	3.11746600	2.01757900
0.18200001	3.11746600	2.01757900
0.18250001	3.56456200	2.01757900
0.18300001	3.11746600	2.01757900
0.18350001	3.11746600	2.01757900
0.18400001	3.56456200	2.01757900
0.18450001	3.11746600	2.01757900
0.18500001	3.56456200	2.01757900
0.18550001	3.56456200	2.01757900
0.18600001	3.56456200	2.01757900
0.18650001	3.56456200	2.01757900
0.18700001	3.56456200	2.01757900
0.18750001	3.56456200	2.01757900
0.18800001	3.56456200	2.01757900
0.18850001	3.11746600	2.01757900
0.18900001	3.56456200	2.01757900
0.18950001	3.56456200	2.01757900
0.19000001	3.56456200	2.01757900
0.19050001	3.11746600	2.01757900
0.19100001	3.56456200	2.01757900
0.19150001	3.56456200	2.01757900
0.19200001	3.56456200	2.01757900
0.19250001	3.56456200	2.01757900
0.19300001	3.56456200	2.01757900
0.19350001	3.56456200	2.01757900
0.19400001	3.56456200	2.01757900
0.19450001	3.56456200	2.01757900
0.19500001	3.56456200	2.01757900
0.19550001	3.56456200	2.01757900
0.19600001	3.56456200	2.01757900
0.19650001	3.56456200	2.01757900
0.19700001	3.56456200	2.01757900
0.19750001	3.56456200	2.01757900
0.19800001	3.11746600	2.01757900
0.19850001	3.56456200	2.01757900
0.19900001	3.56456200	2.01757900
0.19950001	3.56456200	2.01757900
0.20000001	3.56456200	2.01757900
0.20050001	3.56456200	2.01757900
0.20100001	3.56456200	2.01757900
0.20150001	3.56456200	2.01757900
0.20200001	3.56456200	2.01757900
0.20250001	3.56456200	2.01757900
0.20300001	3.56456200	2.01757900
0.20350001	3.56456200	2.01757900
0.20400001	3.56456200	2.01757900
0.20450001	3.56456200	2.01757900
0.20500001	3.56456200	2.01757900
0.20550001	3.56456200	2.01757900
0.20600001	3.56456200	2.01757900
0.20650001	3.56456200	2.01757900
0.20700001	3.56456200	2.01757900
0.20750001	3.56456200	2.01757900
0.20800001	3.56456200	2.01757900
0.20850001	3.56456200	2.01757900
0.20900001	3.56456200	2.01757900
0.20950001	3.56456200	2.01757900
0.21000001	3.56456200	2.01757900
0.21050001	3.56456200	2.01757900
0.21100001	3.11746600	2.01757900
0.21150001	3.56456200	2.01757900
0.21200001	3.56456200	2.01757900
0.21250001	3.56456200	2.01757900
0.21300001	3.11746600	2.01757900
0.21350001	3.56456200	2.01757900
0.21400001	3.56456200	2.01757900
0.21450001	3.56456200	2.01757900
0.21500001	3.56456200	2.01757900
0.21550001	3.11746600	2.01757900
0.21600001	3.56456200	2.01757900
0.21650001	3.56456200	2.01757900
0.21700001	3.56456200	2.01757900
0.21750001	3.56456200	2.01757900
0.21800001	3.56456200	2.01757900
0.21850001	3.56456200	2.01757900
0.21900001	3.56456200	2.01757900
0.21950001	3.56456200	2.01757900
0.22000001	3.56456200	2.01757900
0.22050001	3.56456200	2.01757900
0.22100001	3.56456200	2.01757900
0.22150001	3.56456200	2.01757900
0.22200001	3.56456200	2.01757900
0.22250001	3.56456200	2.01757900
0.22300001	3.56456200	2.01757900
0.22350001	3.56456200	2.01757900
0.22400001	3.56456200	2.01757900
0.22450001	3.56456200	2.01757900
0.22500001	3.56456200	2.01757900
0.22550001	3.56456200	2.01757900
0.22600001	3.56456200	2.01757900
0.22650001	3.11746600	2.01757900
0.22700001	3.56456200	2.01757900
0.22750001	3.56456200	2.01757900
0.22800001	3.11746600	2.01757900
0.22850001	3.56456200	2.01757900
0.22900001	3.56456200	2.01757900
0.22950001	3.56456200	2.01757900
0.23000001	3.56456200	2.01757900
0.23050001	3.56456200	2.01757900
0.23100001	3.56456200	2.01757900
0.23150001	3.56456200	2.01757900
0.23200001	3.56456200	2.01757900
0.23250001	3.56456200	2.01757900
0.23300001	3.56456200	2.01757900
0.23350001	3.56456200	2.01757900
0.23400001	3.56456200	2.01757900
0.23450001	3.56456200	2.01757900
0.23500001	3.56456200	2.01757900
0.23550001	3.56456200	2.01757900
0.23600001	3.56456200	2.01757900
0.23650001	3.56456200	2.01757900
0.23700001	3.56456200	2.01757900
0.23750001	3.11746600	2.01757900
0.23800001	3.56456200	2.01757900
0.23850001	3.56456200	2.01757900
0.23900001	3.56456200	2.01757900
0.23950001	3.56456200	2.01757900
0.24000001	3.11746600	2.01757900
0.24050001	3.56456200	2.01757900
0.24100001	3.56456200	2.01757900
0.24150001	3.56456200	2.01757900
0.24200001	3.56456200	2.01757900
0.24250001	3.11746600	2.01757900
0.24300001	3.56456200	2.01757900
0.24350001	3.56456200	2.01757900
0.24400001	3.56456200	2.01757900
0.24450001	3.56456200	2.01757900
0.24500001	3.11746600	2.01757900
0.24550001	3.56456200	2.01757900
0.24600001	3.56456200	2.01757900
0.24650001	3.56456200	2.01757900
0.24700001	3.56456200	2.01757900
0.24750001	3.56456200	2.01757900
0.24800001	3.56456200	2.01757900
0.24850001	3.56456200	2.01757900
0.24900001	3.56456200	2.01757900
0.24950001	3.56456200	2.01757900
0.25000001	3.56456200	2.01757900
0.25050001	3.56456200	2.01757900
0.25100001	3.56456200	2.01757900
0.25150001	3.56456200	2.01757900
0.25200001	3.56456200	2.01757900
0.25250001	3.56456200	2.01757900
0.25300001	3.56456200	2.01757900
0.25350001	3.11746600	2.01757900
0.25400001	3.56456200	2.01757900
0.25450001	3.56456200	2.01757900
0.25500001	3.56456200	2.01757900
0.25550001	3.56456200	2.01757900
0.25600001	3.56456200	2.01757900
0.25650001	3.56456200	2.01757900
0.25700001	3.56456200	2.01757900
0.25750001	3.56456200	2.01757900
0.25800001	3.56456200	2.01757900
0.25850001	3.11746600	2.01757900
0.25900001	3.56456200	2.01757900
0.25950001	3.56456200	2.01757900
0.26000001	3.56456200	2.01757900
0.26050001	3.56456200	2.01757900
0.26100001	3.11746600	2.01757900
0.26150001	3.56456200	2.01757900
0.26200001	3.56456200	2.01757900
0.26250001	3.11746600	2.01757900
0.26300001	3.56456200	2.01757900
0.26350001	3.56456200	2.01757900
0.26400001	3.56456200	2.01757900
0.26450001	3.11746600	2.01757900
0.26500001	3.11746600	2.01757900
0.26550001	3.56456200	2.01757900
0.26600001	3.56456200	2.01757900
0.26650001	3.56456200	2.01757900
0.26700001	3.56456200	2.01757900
0.26750001	3.56456200	2.01757900
0.26800001	3.11746600	2.01757900
0.26850001	3.56456200	2.01757900
0.26900001	3.56456200	2.01757900
0.26950001	3.56456200	2.01757900
0.27000001	3.56456200	2.01757900
0.27050001	3.56456200	2.01757900
0.27100001	3.56456200	2.01757900
0.27150001	3.56456200	2.01757900
0.27200001	3.56456200	2.01757900
0.27250001	3.56456200	2.01757900
0.27300001	3.56456200	2.01757900
0.27350001	3.56456200	2.01757900
0.27400001	3.56456200	2.01757900
0.27450001	3.11746600	2.01757900
0.27500001	3.11746600	2.01757900
0.27550001	3.11746600	2.01757900
0.27600001	3.56456200	2.01757900
0.27650001	3.56456200	2.01757900
0.27700001	3.56456200	2.01757900
0.27750001	3.56456200	2.01757900
0.27800001	3.56456200	2.01757900
0.27850001	3.56456200	2.01757900
0.27900001	3.56456200	2.01757900
0.27950001	3.56456200	2.01757900
0.28000001	3.56456200	2.01757900
0.28050001	3.56456200	2.01757900
0.28100001	3.11746600	2.01757900
0.28150001	3.56456200	2.01757900
0.28200001	3.56456200	2.01757900
0.28250001	3.56456200	2.01757900
0.28300001	3.56456200	2.01757900
0.28350001	3.56456200	2.01757900
0.28400001	3.56456200	2.01757900
0.28450001	3.56456200	2.01757900
0.28500001	3.56456200	2.01757900
0.28550001	3.56456200	2.01757900
0.28600001	3.56456200	2.01757900
0.28650001	3.11746600	2.01757900
0.28700001	3.56456200	2.06198300
0.28750001	3.56456200	2.01757900
0.28800001	3.56456200	2.01757900
0.28850001	3.56456200	2.01757900
0.28900001	3.11746600	2.01757900
0.28950001	3.56456200	2.01757900
0.29000001	3.56456200	2.01757900
0.29050001	3.56456200	2.01757900
0.29100001	3.56456200	2.01757900
0.29150001	3.56456200	2.01757900
0.29200001	3.56456200	2.01757900
0.29250001	3.56456200	2.01757900
0.29300001	3.56456200	2.01757900
0.29350001	3.11746600	2.01757900
0.29400001	3.56456200	2.01757900
0.29450001	3.56456200	2.01757900
0.29500001	3.11746600	2.01757900
0.29550001	3.11746600	2.01757900
0.29600001	3.56456200	2.01757900
0.29650001	3.56456200	2.01757900
0.29700001	3.56456200	2.01757900
0.29750001	3.11746600	2.06198300
0.29800001	3.11746600	2.01757900
0.29850001	3.56456200	2.01757900
0.29900001	3.56456200	2.01757900
0.29950001	3.11746600	2.01757900
0.30000001	3.56456200	2.01757900
0.30050001	3.56456200	2.01757900
0.30100001	3.56456200	2.01757900
0.30150001	3.56456200	2.01757900
0.30200001	3.56456200	2.01757900
0.30250001	3.56456200	2.01757900
0.30300001	3.56456200	2.06198300
0.30350001	3.56456200	2.06198300
0.30400001	3.56456200	2.01757900
0.30450001	3.56456200	2.01757900
0.30500001	3.11746600	2.01757900
0.30550001	3.56456200	2.01757900
0.30600001	3.56456200	2.01757900
0.30650001	3.56456200	2.01757900
0.30700001	3.56456200	2.01757900
0.30750001	3.11746600	2.01757900
0.30800001	3.56456200	2.01757900
0.30850001	3.56456200	2.01757900
0.30900001	3.56456200	2.01757900
0.30950001	3.56456200	2.01757900
0.31000001	3.56456200	2.01757900
0.31050001	3.56456200	2.01757900
0.31100001	3.56456200	2.01757900
0.31150001	3.56456200	2.01757900
0.31200001	3.56456200	2.01757900
0.31250001	3.56456200	2.01757900
0.31300001	3.56456200	2.01757900
0.31350001	3.56456200	2.01757900
0.31400001	3.56456200	2.01757900
0.31450001	3.56456200	2.01757900
0.31500001	3.56456200	2.01757900
0.31550001	3.56456200	2.01757900
0.31600002	3.56456200	2.01757900
0.31650002	3.11746600	2.06198300
0.31700002	3.56456200	2.01757900
0.31750002	3.11746600	2.01757900
0.31800002	3.11746600	2.01757900
0.31850002	3.56456200	2.01757900
0.31900002	3.11746600	2.01757900
0.31950002	3.56456200	2.01757900
0.32000002	3.56456200	2.01757900
0.32050002	3.56456200	2.01757900
0.32100002	3.11746600	2.01757900
0.32150002	3.56456200	2.01757900
0.32200002	3.11746600	2.01757900
0.32250002	3.56456200	2.01757900
0.32300002	3.11746600	2.01757900
0.32350002	3.56456200	2.01757900
0.32400002	3.56456200	2.01757900
0.32450002	3.56456200	2.01757900
0.32500002	3.56456200	2.01757900
0.32550002	3.56456200	2.01757900
0.32600002	3.56456200	2.01757900
0.32650002	3.56456200	2.01757900
0.32700002	3.56456200	2.01757900
0.32750002	3.11746600	2.01757900
0.32800002	3.11746600	2.01757900
0.32850002	3.56456200	2.01757900
0.32900002	3.56456200	2.01757900
0.32950002	3.56456200	2.01757900
0.33000002	3.56456200	2.01757900
0.33050002	3.56456200	2.01757900
0.33100002	3.11746600	2.01757900
0.33150002	3.56456200	2.01757900
0.33200002	3.56456200	2.01757900
0.33250002	3.56456200	2.01757900
0.33300002	3.56456200	2.01757900
0.33350002	3.56456200	2.01757900
0.33400002	3.11746600	2.01757900
0.33450002	3.56456200	2.01757900
0.33500002	3.56456200	2.01757900
0.33550002	3.56456200	2.01757900
0.33600002	3.56456200	2.01757900
0.33650002	3.11746600	2.01757900
0.33700002	3.56456200	2.01757900
0.33750002	3.56456200	2.01757900
0.33800002	3.56456200	2.01757900
0.33850002	3.56456200	2.01757900
0.33900002	3.56456200	2.06198300
0.33950002	3.56456200	2.01757900
0.34000002	3.11746600	2.01757900
0.34050002	3.56456200	2.01757900
0.34100002	3.56456200	2.01757900
0.34150002	3.11746600	2.01757900
0.34200002	3.11746600	2.01757900
0.34250002	3.56456200	2.01757900
0.34300002	3.11746600	2.01757900
0.34350002	3.56456200	2.01757900
0.34400002	3.56456200	2.01757900
0.34450002	3.56456200	2.01757900
0.34500002	3.56456200	2.01757900
0.34550002	3.56456200	2.01757900
0.34600002	3.56456200	2.01757900
0.34650002	3.11746600	2.01757900
0.34700002	3.56456200	2.01757900
0.34750002	3.11746600	2.01757900
0.34800002	3.11746600	2.01757900
0.34850002	3.56456200	2.01757900
0.34900002	3.56456200	2.01757900
0.34950002	3.11746600	2.01757900
0.35000002	3.56456200	2.01757900
0.35050002	3.11746600	2.01757900
0.35100002	3.56456200	2.01757900
0.35150002	3.56456200	2.01757900
0.35200002	3.56456200	2.01757900
0.35250002	3.56456200	2.01757900
0.35300002	3.56456200	2.01757900
0.35350002	3.56456200	2.01757900
0.35400002	3.11746600	2.01757900
0.35450002	3.56456200	2.01757900
0.35500002	3.56456200	2.01757900
0.35550002	3.56456200	2.01757900
0.35600002	3.56456200	2.01757900
0.35650002	3.11746600	2.01757900
0.35700002	3.11746600	2.01757900
0.35750002	3.56456200	2.01757900
0.35800002	3.56456200	2.01757900
0.35850002	3.56456200	2.01757900
0.35900002	3.11746600	2.01757900
0.35950002	3.56456200	2.06198300
0.36000002	3.56456200	2.01757900
0.36050002	3.11746600	2.06198300
0.36100002	3.56456200	2.01757900
0.36150002	3.56456200	2.01757900
0.36200002	3.56456200	2.01757900
0.36250002	3.56456200	2.01757900
0.36300002	3.56456200	2.01757900
0.36350002	3.56456200	2.01757900
0.36400002	3.11746600	2.01757900
0.36450002	3.11746600	2.01757900
0.36500002	3.56456200	2.01757900
0.36550002	3.56456200	2.01757900
0.36600002	3.11746600	2.01757900
0.36650002	3.56456200	2.01757900
0.36700002	3.56456200	2.01757900
0.36750002	3.56456200	2.01757900
0.36800002	3.11746600	2.01757900
0.36850002	3.56456200	2.06198300
0.36900002	3.56456200	2.01757900
0.36950002	3.56456200	2.01757900
0.37000002	3.56456200	2.01757900
0.37050002	3.56456200	2.01757900
0.37100002	3.56456200	2.01757900
0.37150002	3.56456200	2.01757900
0.37200002	3.56456200	2.01757900
0.37250002	3.56456200	2.01757900
0.37300002	3.56456200	2.01757900
0.37350002	3.56456200	2.01757900
0.37400002	3.56456200	2.01757900
0.37450002	3.56456200	2.01757900
0.37500002	3.11746600	2.01757900
0.37550002	3.56456200	2.01757900
0.37600002	3.56456200	2.01757900
0.37650002	3.56456200	2.01757900
0.37700002	3.56456200	2.01757900
0.37750002	3.11746600	2.01757900
0.37800002	3.11746600	2.01757900
0.37850002	3.56456200	2.01757900
0.37900002	3.11746600	2.01757900
0.37950002	3.56456200	2.01757900
0.38000002	3.56456200	2.01757900
0.38050002	3.56456200	2.01757900
0.38100002	3.56456200	2.01757900
0.38150002	3.56456200	2.01757900
0.38200002	3.56456200	2.01757900
0.38250002	3.56456200	2.01757900
0.38300002	3.56456200	2.01757900
0.38350002	3.56456200	2.01757900
0.38400002	3.56456200	2.01757900
0.38450002	3.56456200	2.01757900
0.38500002	3.56456200	2.01757900
0.38550002	3.56456200	2.01757900
0.38600002	3.11746600	2.01757900
0.38650002	3.56456200	2.01757900
0.38700002	3.56456200	2.01757900
